,Name,Id,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
9682,How to Disappear Completely,2rtGaCAeYtmcIvuZsvgTf6,2000,0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026
9683,High Rockin Swing - Buddha Remastered - 2000,5r0neJRQxraIpJ64a4bHGY,2000,0.722,0.261,9,-10.341,1,0.0354,0.956,0.466,0.294,0.762,114.388
9684,I Just Wanna Love U (Give It 2 Me),0s46SltT4On0Z6kglK1I5c,2000,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631
9685,Guitars On Parade - Buddha Remastered - 2000,1hLhar3GkO27a9ffw137jA,2000,0.781,0.254,7,-11.032,1,0.0497,0.971,0.712,0.0837,0.525,92.247
9686,Here's to the Night,4tgeQrPu5xkrnwErym2JsJ,2000,0.583,0.652,7,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469
9687,Sinking,5B2OaGp4AuGXhazdMnm4To,2000,0.687,0.822,11,-5.032,1,0.0528,0.000353,0.0425,0.0509,0.237,132.626
9688,Whoa!,71u5SjnkSQgzIt1UzHchbi,2000,0.736,0.705,7,-6.231,1,0.24,0.0579,0.0,0.321,0.557,86.404
9689,"Girl, Don't Let It Get You Down",0Jp09OKyRNJvhm3AcQ1G2G,2000,0.629,0.573,9,-10.114,1,0.0349,0.319,2.54e-06,0.398,0.632,111.008
9690,Bamboleo,4EveU9Zb50mjgi5avDNqlK,2000,0.671,0.884,6,-9.267,0,0.0586,0.414,0.00015,0.0701,0.933,119.574
9691,"(The Wallflower) Dance With Me, Henry - Buddha Remastered - 2000",1ncAqugN80wzxfDtP106g6,2000,0.809,0.22,2,-17.608,1,0.0559,0.965,0.876,0.0979,0.757,93.145
9692,Girls Dem Sugar,3j8EEMm9kbPLqByuaHmUmQ,2000,0.603,0.782,2,-4.832,1,0.162,0.118,0.0,0.363,0.731,124.303
9693,2000 Light Years From Home,5xMAETFnPATHZ7QCnyXa7E,2000,0.381,0.915,9,-7.192,1,0.188,0.000335,0.00781,0.306,0.0548,124.855
9694,Sittin' At a Bar - The Original,3SvqR7QTCJNJutRAXzEiHv,2000,0.752,0.566,1,-6.677,0,0.162,0.182,0.0,0.666,0.727,74.869
9695,2000 Light Years from Home,3b8hEmlGACGbjX2ykvRtCa,2000,0.467,0.907,2,-8.775,0,0.0866,0.0229,0.227,0.0682,0.299,121.95
9696,Runaway,6xtQ23d8GEXgcxyUKPtwc5,2000,0.636,0.884,7,-4.743,1,0.0584,0.0142,0.0,0.253,0.446,109.16
9697,Song For The Year 2000,3VolDyfvoD9nL46tWYwxuQ,2000,0.576,0.458,5,-11.144,1,0.0377,0.124,0.0,0.117,0.802,82.281
9698,You Send Me,5aivQ5CkXXHJoMLy0o92HL,2000,0.577,0.254,4,-10.13,0,0.0302,0.915,0.0,0.136,0.472,96.77
9699,The Poor People Of Paris (Jean's Song) - Buddha Remastered - 2000,4KQCJ63hIeCuBIzalCxEG8,2000,0.717,0.344,11,-12.72,0,0.0361,0.886,0.926,0.0676,0.914,94.346
9700,7 Days,0gPQTLaqHDgdupKEok7J2x,2000,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014
9701,Aloha Oe Blues - The 1920's,4hGC6NYlmSEV7CwEv19QyH,2000,0.506,0.126,0,-22.046,1,0.0791,0.992,0.917,0.123,0.6,172.002
9702,A Kiss To Build A Dream On - Single Version,5y8zb3grlQonjdqd27K39T,2000,0.723,0.0811,0,-14.113,1,0.0631,0.779,0.0,0.509,0.36,88.044
9703,Tired Old Man,5wLDpIKpK6UCkr0xET8Zgz,2000,0.51,0.751,11,-7.843,1,0.0559,0.000288,0.00681,0.111,0.216,143.439
9704,I'll Fly Away,4rJtUMlnhJzlzlnxyoc3tb,2000,0.688,0.26,2,-13.686,1,0.0349,0.984,0.0247,0.112,0.443,102.935
9705,2000 Years Later (This Is Work),4OdM29cvcqaRsA9WzrYV6T,2000,0.908,0.52,5,-9.616,0,0.406,0.16,0.0,0.33,0.557,129.994
9706,Dance Tonight,1TwVcKR6JojvPwBGbWZT36,2000,0.787,0.425,10,-5.692,0,0.0641,0.00637,0.00169,0.196,0.711,99.225
9707,Trambone - Buddha Remastered - 2000,6oXlOwK3jsNJsd3EOfszWT,2000,0.729,0.317,0,-13.031,1,0.0377,0.935,0.829,0.0998,0.894,91.128
9708,Crazy,3PJivN5BZ2ckFa22igIu4a,2000,0.677,0.648,0,-4.4,1,0.0259,0.0987,0.0,0.554,0.448,116.128
9709,Blue Finger - Buddha Remastered - 2000,3FLIpGT5NR7hPRL5Di1RWz,2000,0.466,0.0609,4,-25.762,1,0.0387,0.985,0.948,0.0942,0.463,132.524
9710,(Rock) Superstar,5hYr8yRbQLFE20oS7Mi3T2,2000,0.797,0.762,10,-6.972,1,0.259,0.0141,1.05e-05,0.064,0.722,94.224
9711,Downhill Drag - Buddha Remastered - 2000,6xjej4Me1hmwg2I7gLH9cF,2000,0.873,0.187,0,-14.364,1,0.0722,0.425,0.0151,0.0971,0.843,146.351
9712,I Want You Back,3tSi6iFO9yLGIYIqMEgjC9,2000,0.67,0.584,8,-8.325,1,0.034,0.439,0.00614,0.178,0.944,98.185
9713,Frankie And Johnny - Buddha Remastered - 2000,56lc4vJc6rwibgbZQncJ18,2000,0.812,0.319,2,-18.034,1,0.0508,0.589,0.0373,0.79,0.446,113.585
9714,Right Now,3iwsyTZzOWHZbHffBEyi1N,2000,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
9715,Dig These Blues - Buddha Remastered - 2000,2wyvTdcat1JtlGSZ9G5Sxx,2000,0.731,0.536,0,-13.841,1,0.0329,0.637,0.896,0.207,0.813,97.299
9716,Shiver,0qksx8mV28lztYIZ1om8ml,2000,0.396,0.803,4,-6.186,1,0.0487,0.0334,0.0,0.0688,0.286,116.705
9717,Blue Ocean Echo - Buddha Remastered - 2000,3VQtb2uriKv2VtXP7uXZ4W,2000,0.638,0.178,9,-18.799,1,0.275,0.667,0.786,0.0822,0.833,164.927
9718,Que Vuelva,0ndYI8UT0PMaJzKLJbFr35,2000,0.872,0.641,6,-7.736,1,0.0406,0.269,0.0,0.0694,0.943,134.961
9719,"100,000 Years - Live/1975",6GkJ5B3nD0mnVyvoCqCSOV,2000,0.276,0.991,10,-5.909,0,0.232,0.00171,0.541,0.704,0.12,164.95
9720,Tu Cariñito,5uRd1tmUAvfFGSPR5266Xp,2000,0.668,0.874,5,-8.751,0,0.0469,0.337,2.13e-06,0.0338,0.921,187.435
9721,2000 Years,6HDgghNPVKkJNRCI8yKyI4,2000,0.485,0.171,7,-14.679,1,0.0317,0.849,0.000764,0.104,0.271,107.702
9722,Shake Ya Ass,1jRzdY7oUBOhrylNtiMtBD,2000,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054
9723,2000 Years Ago,62PFPkqwftEZbDYOAdfM7z,2000,0.476,0.358,5,-8.672,1,0.0517,0.648,0.0,0.289,0.338,170.28
9724,Cumbia De La Cobra,68uupqD2ijA27hJxtvnsLH,2000,0.744,0.738,7,-7.282,1,0.0362,0.045,0.0134,0.0746,0.924,98.14
9725,Until the Day I Die,1xQps2AZq7ljljjU3fHEk1,2000,0.597,0.93,11,-4.595,0,0.1,0.127,0.0,0.0504,0.526,92.001
9726,Around the World (La La La La La) - Radio Version,7CvOnbFdnIoXMQ4eFCo5lB,2000,0.617,0.977,9,-7.028,0,0.0276,0.153,0.0016,0.133,0.679,131.965
9727,2000 Years - 2002 Remaster,7spm9aqsDSBDnGtV6rZEQM,2000,0.83,0.416,1,-11.238,1,0.0737,0.374,0.872,0.0633,0.752,74.789
9728,ABC,01gwPP2h3ajRnqiIphUtR7,2000,0.725,0.804,8,-7.84,1,0.0393,0.426,0.000504,0.108,0.961,93.668
9729,All The Things She Said,6nsChmf0C4oy6rBo2kEMux,2000,0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92
9730,My Generation,6holGuk1jKHTdWyWBOZi8l,2000,0.458,0.978,11,-2.389,1,0.191,0.00231,2.12e-06,0.111,0.342,104.012
9731,Yesterdays - Buddha Remastered - 2000,1G8DcbfrcvQBOo7tpK1K72,2000,0.647,0.0468,9,-20.361,0,0.0525,0.954,0.867,0.0951,0.163,88.278
9732,Love,6uSa5iCMwPr10Ftpz8w09b,2000,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738
9733,Year 3000,7tZKp9UZoJetKq6c6mSQ53,2000,0.57,0.77,11,-8.431,1,0.0471,0.0006,0.0,0.0831,0.832,107.013
9734,How I Could Just Kill a Man,4K1DB7EedHPuVnhVrnvf2U,2000,0.598,0.939,7,-3.663,1,0.105,0.00114,9.26e-06,0.288,0.63,95.884
9735,Nativity Costume (2000 Year's Eve),2RNJUCq4nLiMW9V1NV6lEv,2000,0.529,0.31,8,-10.962,1,0.0316,0.651,0.0,0.14,0.444,140.469
9736,La Bomba,0Tl84qfow6Dv0PM60zoBhb,2000,0.923,0.768,1,-7.321,1,0.0674,0.119,0.0,0.0689,0.96,94.013
9737,2000 Light Years From Home,5JOjHLpEav9ZyWhOkS9BFu,2000,0.345,0.628,0,-13.65,1,0.0467,0.00237,0.00688,0.164,0.287,122.175
9738,Kiss This,038jgLNIvp7QQNf5vILf5d,2000,0.765,0.706,6,-5.477,0,0.026,0.047,4.25e-06,0.36,0.669,116.02
9739,The Year 2000 Minus 25,4fYJxgMcvqNdwAaXyftGdZ,2000,0.433,0.568,2,-11.466,1,0.032,0.474,1.29e-06,0.327,0.715,172.246
9740,Breathless,5OQGeJ1ceykovrykZsGhqL,2000,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988
9741,Carolina Shout - Buddha Remastered - 2000,3e2gtz4xNp8dvbPNgVlPlZ,2000,0.588,0.341,7,-14.356,1,0.0481,0.918,0.913,0.103,0.662,94.973
9742,He Can't Love U,3VEZvzr84WVnoorZ4tlBSw,2000,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279
9743,Slinkey - (Buddha Remastered - 2000) [Stereo],2zlzTSXAnUav0NLd0Jyt6U,2000,0.927,0.651,9,-12.788,1,0.0454,0.84,0.876,0.0702,0.947,123.905
9744,Hot Dog,6Zj3YsYfj8YTY9aGMDnpn8,2000,0.6,0.938,1,-3.615,1,0.0701,0.00152,1.48e-05,0.369,0.597,101.183
9745,Got to Go (2000 Years Bc Remix),31x6VeOeLACuEDoWaps9tP,2000,0.614,0.799,1,-5.462,0,0.0418,0.0168,1.75e-05,0.111,0.558,125.009
9746,Untitled (How Does It Feel),4oPNN7syJYSjzDhRerF966,2000,0.838,0.304,4,-9.975,0,0.0628,0.16,0.0257,0.0828,0.221,112.618
9747,Flameout,0rtez9EEkyfsI7c2XzAYZJ,2000,0.377,0.528,0,-12.299,1,0.0307,0.00207,0.253,0.353,0.193,94.132
9748,I Disappear,51Vic2Yi71YKNtLbyJKgQt,2000,0.534,0.929,1,-3.609,1,0.047,0.000206,5.58e-05,0.036,0.447,122.733
9749,Hilo March - The 1920's,1637Pc01dr7FIZrLQskF3J,2000,0.294,0.113,8,-22.972,1,0.0354,0.926,0.886,0.107,0.626,206.135
9750,Slob On My Nob (feat. Project Pat),0mXMr1OVZZKYmOinBaofOp,2000,0.864,0.672,1,-5.168,0,0.261,0.00718,0.0,0.215,0.562,84.823
9751,Untitled,5a6dOvmvBqW8uSp1JOWNwP,2000,0.255,0.634,5,-9.246,1,0.0324,0.0253,0.194,0.273,0.0935,145.95
9752,I Feel Fine - Remastered 2015,5hhF25sWnZvXhimOHLjTRE,2000,0.564,0.827,7,-7.089,1,0.0283,0.0904,3.73e-06,0.127,0.912,89.847
9753,Jesus In the Year 2000 / Next on the Shit List,1iC8LhPV18kuRHTm0KJiZX,2000,0.445,0.902,11,-6.546,0,0.105,0.00097,0.00236,0.0906,0.261,117.149
9754,Born to Fly,1zmvaeDthBdtthb4RgYr9a,2000,0.612,0.663,1,-9.314,1,0.035,0.00931,0.0152,0.0637,0.558,100.178
9755,Circles VIP 2000 - VIP 2000 Mix,3W7zpMdCcKdS8OKcgDO3TA,2000,0.573,0.943,1,-5.339,1,0.101,0.00014,0.113,0.408,0.528,177.934
9756,The Fight Song,6pfdW2NouUI3ZnugM7r0G0,2000,0.47,0.984,1,-3.783,0,0.0939,0.000133,0.000224,0.212,0.0368,130.055
9757,"Please Call Home - Live at the Beacon Theatre, New York, NY - March 2000",4qIkdqeb9A1kKapLli6n7v,2000,0.426,0.524,0,-7.914,1,0.0336,0.785,0.413,0.964,0.321,117.521
9758,I Won't Back Down,5AmPClBlU5sK45i6kMSngt,2000,0.626,0.539,9,-8.372,1,0.0288,0.58,0.0,0.309,0.539,113.702
9759,Hula Blues - The 1940's,408rk9hOZx4y1ojOu4XSch,2000,0.71,0.141,5,-15.482,1,0.0454,0.993,0.895,0.126,0.741,171.005
9760,Farmhouse,5dVtj4IAnYSrI3jVfIFIaC,2000,0.447,0.743,0,-6.574,1,0.0282,0.209,0.0,0.0974,0.567,143.993
9761,My Rose Of Waikiki - The 1940's,5SjBPEavxJAcNMHB791jtd,2000,0.605,0.0826,8,-17.452,1,0.0339,0.941,0.934,0.17,0.308,116.756
9762,With You,5uuXtfqM7Wp3idCxyHeOll,2000,0.421,0.978,6,-4.004,0,0.302,0.0037,0.0,0.111,0.359,196.921
9763,Kauoha Mai - The 1930's,4gO3EE5403X02ZFGzQb9y6,2000,0.608,0.179,8,-14.683,1,0.0372,0.992,0.905,0.206,0.552,132.654
9764,Bohemian Like You,0yEhNqCwEfy8LHUmnZoHpP,2000,0.584,0.931,9,-6.158,1,0.0344,0.00315,0.772,0.133,0.694,131.275
9765,Please Die! (Demo 2000),4TvCwA7zBFGtM5B8j2XGNm,2000,0.367,0.929,0,-3.171,1,0.075,0.00121,0.249,0.565,0.581,118.426
9766,Promise,1X1KDnhTnb28tpJlgOV3lD,2000,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002
9767,Sore Throat Syndrome (Demo 2000),352rGtVp64mnkGt883KIvL,2000,0.196,0.899,7,-5.425,1,0.0725,6.12e-05,0.00193,0.376,0.578,162.16
9768,Criminal,18ohWhzbMCynq5QJ68ifkW,2000,0.81,0.724,4,-6.153,0,0.268,0.127,0.0,0.306,0.573,101.941
9769,2000 Years,5rQ0xhdEGR62Eo1Nb1OJq0,2000,0.695,0.96,9,-4.372,1,0.285,0.33,2.73e-06,0.665,0.794,147.998
9770,A Day Without Rain,0y6DSMwFO6cLKN1XB85cGV,2000,0.23,0.159,5,-16.315,1,0.0323,0.907,0.924,0.102,0.039,70.614
9771,One Shining Moment - 2000 Version,69KgKlB1OiCxb0KCD0hr0f,2000,0.252,0.534,5,-10.377,1,0.0533,0.126,0.00468,0.116,0.078,90.574
9772,I'm Back,3xVtc7PB4V3AqAfq4Iahli,2000,0.878,0.595,11,-3.924,0,0.203,0.0146,6.8e-05,0.328,0.851,89.995
9773,Light Years - Live,27INgV7jigx9F3QIKgEpjE,2000,0.539,0.685,2,-13.796,1,0.0301,0.233,0.0162,0.633,0.745,107.89
9774,Stupify,5IvKtrcNWBkvyW2yXZ2Y40,2000,0.49,0.938,1,-3.916,1,0.129,0.00234,2.17e-05,0.186,0.437,196.143
9775,Light Years - Live,29Re5wqiGyqgThaUuTCYJg,2000,0.409,0.751,7,-8.825,1,0.0512,0.556,0.182,0.738,0.295,111.655
9776,Bad Boyz (feat. Barrington Levy),2MNQMtZbOb7rBWli3TSok0,2000,0.788,0.594,6,-4.864,0,0.336,0.0249,1.65e-05,0.0534,0.691,83.84
9777,Light Years - Live,45H0gezTIOYGyIyJXhqUIv,2000,0.559,0.617,4,-14.055,0,0.0291,0.454,0.118,0.749,0.678,109.259
9778,Para No Verte Más,19CmuECYssqkPWANF4nLWM,2000,0.658,0.815,0,-6.834,1,0.105,0.0168,0.0,0.341,0.837,99.276
9779,The Ice Age Is Coming (Demo 2000),4GO03zcmMLQFWVuGS56YIS,2000,0.349,0.869,8,-4.404,0,0.0547,0.00957,5.21e-05,0.533,0.677,56.174
9780,Family Tradition,2lYMQJyM2LOGEG3rVkdFod,2000,0.66,0.523,4,-12.068,1,0.0608,0.0238,0.0,0.142,0.794,126.342
9781,Year 2000 Problem,4jJvPqiw3ek7cFQuNKV6L8,2000,0.617,0.926,9,-5.241,0,0.0433,0.0114,0.808,0.157,0.306,133.994
9782,Tell It Like It Is,66BjgQodHebiX5QGpBAjyQ,2000,0.542,0.461,2,-7.071,0,0.0286,0.465,0.0,0.177,0.629,94.214
9783,Backstander,6pu6Cq5jQm2EVa78EhZFSy,2000,0.594,0.734,7,-6.875,1,0.0529,0.000887,0.00297,0.109,0.348,99.887
9784,Paperback Writer - Remastered 2015,0Ui8KPWZbJJQ2Y0CIQuVqX,2000,0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696
9785,Rivers of Babylon,75IcYBMjYSmxSCijJGrCBS,2000,0.742,0.58,7,-15.087,1,0.036,0.273,1.62e-05,0.321,0.763,115.128
9786,No More (Baby I'ma Do Right),5zn1hpm9N0ylKB7kOtpCw2,2000,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933
9787,Sand - The 1940's,49FFC2UgYKmxIZ140FxhIt,2000,0.693,0.204,0,-14.018,1,0.0298,0.994,0.906,0.106,0.207,93.118
9788,Gravity Rides Everything,1pPqVrG2RCHXx81Aw4xp99,2000,0.395,0.443,4,-7.972,1,0.0396,0.431,0.0352,0.504,0.714,103.262
9789,Drifting - The 1920's,4RgbhVlwC8nf5iFF1U79xc,2000,0.537,0.152,11,-18.911,1,0.0385,0.992,0.942,0.119,0.653,172.073
9790,Case Of The Ex (Whatcha Gonna Do),1ak0S3NhwWrUgNlQhJ1412,2000,0.774,0.684,1,-4.721,0,0.0408,0.0687,9.34e-05,0.0765,0.354,98.001
9791,Got to Go - 2000 Years BC Remix,7D60TMCefznm2EUppmYK0f,2000,0.612,0.798,1,-5.459,0,0.0415,0.0171,2.07e-05,0.111,0.573,125.005
9792,Dancing in the Moonlight - 2001 Remix,1OzY7RRZh3EcIKn7VKZUTx,2000,0.748,0.842,10,-3.107,1,0.0265,0.0217,4.24e-06,0.357,0.945,119.023
9793,You Won't Fail,4EMwieymtOOg9Etmykn1GO,2000,0.479,0.403,11,-11.67,1,0.0405,0.594,0.0,0.618,0.38,96.086
9794,Brackish,6lqwRfIHYRiJ7M9xfLqcRx,2000,0.349,0.931,1,-6.016,1,0.0863,0.000291,0.00065,0.104,0.843,142.956
9795,2000,3dPVaK0LBulX9aSllLKKYf,2000,0.728,0.768,4,-7.926,0,0.0463,0.0126,0.828,0.0923,0.166,122.994
9796,Marshall Mathers,3X4Oz9LjhhtgyOhVNlfoYa,2000,0.729,0.759,11,-3.177,0,0.127,0.0361,0.0,0.0694,0.268,95.935
9797,I've Gone Native Now - The 1930's,4twL1AluOr3pg2gUdRCrgH,2000,0.631,0.278,5,-12.048,1,0.0926,0.993,0.00085,0.171,0.728,174.102
9798,Bring On The Rain,1OnXz5v4hVdrNLJ9N4MqzL,2000,0.468,0.404,5,-7.25,1,0.0286,0.689,0.0,0.177,0.148,138.115
9799,Punaiki Ea - The 1940's,7mh7fuJ0lHxIuZ6ktEhQug,2000,0.625,0.253,0,-16.208,1,0.0426,0.983,0.773,0.108,0.752,78.853
9800,He Loves Me (Lyzel in E Flat),2PzYqACbv12FNhrlHPfJEH,2000,0.649,0.3,3,-14.74,0,0.0498,0.623,4.46e-06,0.125,0.294,99.989
9801,Shiny Stockings- 2000,1vKlVamBsCeyQH3YMlsiE3,2000,0.676,0.4,8,-7.37,1,0.0402,0.662,0.00502,0.0489,0.498,133.399
9802,Thank God I Found You (feat. Joe & Nas) - Make It Last Remix Edit,6nTcn8CybBcx0t7IaXEJ6O,2000,0.608,0.76,4,-5.851,0,0.242,0.0129,0.0,0.332,0.366,168.211
9803,Year 3000,414VAoypdwUBn0CAyTQFh2,2000,0.57,0.77,11,-8.431,1,0.0471,0.0006,0.0,0.0831,0.832,107.013
9804,Hip-Hop,2HoDr1yVksl19omOhc1zWy,2000,0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162
9805,Feeling Sorry - 2000 Remix,7DjPVwQPFfmlNy22onkzIw,2000,0.738,0.776,5,-9.619,0,0.0513,0.224,0.855,0.0928,0.352,130.015
9806,By Myself,6UzeOH4bRPzKTo2wCXMZmC,2000,0.544,0.935,6,-4.159,0,0.173,0.0171,0.00301,0.297,0.339,103.026
9807,Light Years - Live,44lV9WQWG9AeRPT25vkm7M,2000,0.478,0.779,7,-7.81,1,0.0329,0.393,0.22,0.874,0.523,110.522
9808,X,5stZnlPMYz3Ba8Hbo3ajlP,2000,0.936,0.678,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.822,96.911
9809,See Moses Run,27nEcQY56ApTHnwBADdAld,2000,0.693,0.508,2,-13.042,1,0.961,0.794,0.0,0.748,0.692,65.381
9810,Piquete de Ojos,2FE0rf6Q3vgLcKJmu2jHh9,2000,0.888,0.202,5,-9.708,1,0.122,0.663,0.0,0.0799,0.967,98.639
9811,The Day the Music Died (Demo 2000),1XDkbmxCCeWkl4Ggwu8tbR,2000,0.247,0.947,4,-2.443,0,0.0811,0.00116,0.000469,0.667,0.218,88.966
9812,Again,5c1QJAiC3773EwiZLwHf5x,2000,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166
9813,Diseases And The Plagues,4VZZ8m3Xm8mHVdGVYBbxbu,2000,0.616,0.526,0,-12.383,0,0.96,0.778,0.0,0.752,0.609,81.245
9814,Stutter (feat. Mystikal) - Double Take Remix,7FWuzwapuKHTEyDJIcQOw3,2000,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989
9815,Parents,406tXCEZMoUaegztzFMNGB,2000,0.583,0.628,0,-13.119,1,0.945,0.763,0.0,0.724,0.652,87.659
9816,Ghostbusters,300zfRaCgTmEm5Eqe3HqZZ,2000,0.779,0.717,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384
9817,A Re-Pleasure To See You,2ERpY324AwaffB4kPasHjC,2000,0.64,0.506,0,-13.204,1,0.953,0.874,0.0,0.783,0.629,69.712
9818,Let's Get Married,1PmHkalaUHhh0fz23SBHDL,2000,0.761,0.627,1,-5.554,1,0.0538,0.175,0.0,0.128,0.891,109.821
9819,Yarmulkes Galore And The Inquisition,3ADd4cJ8tXYEsNN1X74bNV,2000,0.606,0.512,6,-12.817,0,0.96,0.763,0.0,0.847,0.533,84.957
9820,Drug Ballad,7tEoJKbYdIHBfn7tTIyjHW,2000,0.913,0.7,11,-3.411,1,0.0589,0.0239,0.0,0.125,0.64,104.759
9821,2000 And Six Month Man,4QLBg4XpNzCQKvyTY2bQLd,2000,0.594,0.63,1,-11.75,1,0.935,0.826,0.0,0.691,0.728,138.125
9822,My December,0fxGA5lxrdYNYoE7yJxTNZ,2000,0.73,0.585,0,-9.274,1,0.0238,0.375,0.0101,0.147,0.721,100.021
9823,Good Year for the Outlaw,38ybL9NmDjTQI4OTkqPk4F,2000,0.598,0.883,7,-4.102,1,0.0371,0.0332,0.0,0.264,0.612,92.031
9824,All My Rowdy Friends Are Coming Over Tonight,67S1POEmchWHyss0nboDDN,2000,0.607,0.904,2,-7.693,1,0.0435,0.13,0.0,0.134,0.877,146.831
9825,To Prove I Love You,3NMf65skQXtGYYjj9jijEX,2000,0.678,0.534,0,-8.436,1,0.0512,0.39,0.0,0.198,0.777,117.432
9826,The Way,49aUxrufliNDGj7MTm7pNU,2000,0.717,0.402,1,-9.712,1,0.0316,0.0187,0.0113,0.0994,0.453,140.418
9827,"Swing, Swing",4wVXz3fs1Y5Ih6wTnefNID,2000,0.553,0.717,7,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.946
9828,Lady Madonna - Remastered 2015,1raiIrqaqRAqZmQWZlLuBd,2000,0.65,0.777,2,-4.984,1,0.0294,0.141,0.343,0.215,0.574,109.608
9829,Break Of Day,1UoESfxrr7E8Tj5ICBX0pY,2000,0.392,0.729,4,-11.183,1,0.041,0.689,0.579,0.349,0.678,104.346
9830,Minority,4qjfQnccStTR8zNsb6Mizo,2000,0.551,0.965,0,-2.772,1,0.0452,0.00576,0.0,0.171,0.708,137.841
9831,Red Sky,7A4ZTjuvHPMJjOfFPjgiWM,2000,0.469,0.737,11,-11.145,1,0.0586,0.741,0.416,0.721,0.535,129.306
9832,Pushing Me Away,1gAaRSN57UYVRI4eWRyAvP,2000,0.484,0.913,6,-4.305,1,0.0425,0.000391,0.0,0.309,0.279,103.103
9833,Beautiful Mahealani Moon - The 1940's,6AjgAClHHArCtZZlxKb1xO,2000,0.576,0.131,0,-17.197,1,0.0302,0.992,0.133,0.349,0.372,95.07
9834,Separated,5S0cvScXb33JVpjTiY9Ivi,2000,0.798,0.48,0,-5.564,1,0.0276,0.247,0.0,0.237,0.643,108.241
9835,Steel Guitar C Jam Boogie - The 1950's,1tx3w4xZI8dLni0AodOaxM,2000,0.796,0.23,7,-13.277,1,0.0384,0.983,0.77,0.14,0.64,90.289
9836,Wild Child,4MJ4El9vcKHOQT2RNIhrh2,2000,0.6,0.372,0,-10.477,1,0.0256,0.726,0.59,0.154,0.553,79.705
9837,Kamehameha Waltz - The 1920's,6z1WNO2cnpwIzlqBuviE1X,2000,0.612,0.0539,1,-22.105,1,0.038,0.995,0.935,0.13,0.364,102.55
9838,La Caspa Del Diablo,2n4F4KH34FujRuaNmFILv7,2000,0.77,0.773,7,-5.743,1,0.223,0.358,0.0,0.0478,0.827,112.401
9839,Moana Chimes - The 1920's,7ttfwSzEVijg4UNDKv2nx3,2000,0.508,0.0365,8,-22.446,1,0.0502,0.994,0.874,0.115,0.377,97.639
9840,Wifey - Club Mix/Dirty Version,1NNDZc9BHaWe9JqIsPRlNV,2000,0.831,0.713,7,-6.967,0,0.104,0.0678,0.0,0.0659,0.683,99.584
9841,Ku'u Lei - The 1930's,0o1X3yNITmRs15SIeRYzJo,2000,0.502,0.163,5,-14.941,1,0.0281,0.993,0.178,0.124,0.169,122.847
9842,No Cigar,3KLkRy9l3us98SIp6mmxkk,2000,0.383,0.986,9,-2.796,1,0.0617,0.000287,0.0,0.179,0.578,157.871
9843,Maui Chimes - The 1930's,1xY41Yfft4Vyd1ANI7JpQu,2000,0.252,0.289,4,-17.776,1,0.0341,0.977,0.913,0.316,0.377,216.373
9844,Good Morning Beautiful,0eHT8N5YQglv8cYYizXvSw,2000,0.565,0.5,7,-8.822,1,0.031,0.452,0.0,0.137,0.242,70.984
9845,2000 Years,5JXhzXfDgUCUGz9RxTz8y0,2000,0.354,0.98,2,-6.128,1,0.14,2.07e-05,0.867,0.332,0.106,135.765
9846,Never Had A Dream Come True,1rzssdgfZiGs7VAMsYN9SF,2000,0.636,0.531,5,-5.593,1,0.0273,0.508,0.0,0.0952,0.496,122.918
9847,2000 Years,7Lhcg8bZ6KSyHoAuVQmm5j,2000,0.826,0.505,1,-8.029,1,0.06,0.214,0.783,0.0968,0.764,74.717
9848,Forgotten,7kxM3UJwN6rHAW5kwdlAHK,2000,0.615,0.947,8,-3.817,0,0.11,0.0132,0.0,0.366,0.498,108.193
9849,Almost Like Being In Love/This Can't Be Love - Live At Carnegie Hall/1961/2000 Digital Remaster,6hyZE1SPNsUka9iAi1LJqn,2000,0.345,0.697,1,-9.408,1,0.228,0.675,0.0,0.99,0.305,142.21
